Time,Log comp,Log subtype,Username,Firewall rule,Firewall rule name,NAT rule,NAT rule name,In interface ,Out interface ,Src IP,Dst IP,Src port,Dst port,protocol,Rule type,Live PCAP,Message,Log occurrence,Unnamed: 19
2024-07-06 12:26:01,Firewall Rule,Allowed,,2.0,LAN-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.111,8.8.8.8,53284,53,UDP,1,Open PCAP,,1,
2024-07-06 12:26:01,Firewall Rule,Allowed,,33.0,IT-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.233,184.30.17.189,54615,443,TCP,1,Open PCAP,,1,
2024-07-06 12:26:01,Firewall Rule,Allowed,,2.0,LAN-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.111,8.8.8.8,52908,53,UDP,1,Open PCAP,,1,
2024-07-06 12:26:01,Firewall Rule,Allowed,,2.0,LAN-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.111,8.8.8.8,51939,53,UDP,1,Open PCAP,,1,
2024-07-06 12:26:00,Firewall Rule,Allowed,,2.0,LAN-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.111,8.8.8.8,54182,53,UDP,1,Open PCAP,,1,
2024-07-06 12:26:00,Firewall Rule,Allowed,,2.0,LAN-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.111,8.8.8.8,54212,53,UDP,1,Open PCAP,,1,
2024-07-06 12:26:00,Firewall Rule,Allowed,,53.0,WindowsUpdate-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.233,23.32.238.232,54618,80,TCP,1,Open PCAP,,1,
2024-07-06 12:26:00,Firewall Rule,Allowed,,2.0,LAN-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.233,8.8.8.8,49249,53,UDP,1,Open PCAP,,1,
2024-07-06 12:25:59,Firewall Rule,Allowed,,33.0,IT-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.233,216.58.212.106,54552,443,TCP,1,Open PCAP,,1,
2024-07-06 12:25:59,Firewall Rule,Allowed,,2.0,LAN-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.233,8.8.8.8,64925,53,UDP,1,Open PCAP,,1,
2024-07-06 12:25:58,Firewall Rule,Allowed,,2.0,LAN-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.233,8.8.8.8,58915,53,UDP,1,Open PCAP,,1,
2024-07-06 12:25:58,Firewall Rule,Allowed,,2.0,LAN-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.233,8.8.8.8,50215,53,UDP,1,Open PCAP,,1,
2024-07-06 12:25:58,Firewall Rule,Allowed,,2.0,LAN-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.111,8.8.8.8,52404,53,UDP,1,Open PCAP,,1,
2024-07-06 12:25:58,Firewall Rule,Allowed,,2.0,LAN-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.233,8.8.8.8,57088,53,UDP,1,Open PCAP,,1,
2024-07-06 12:25:58,Firewall Rule,Allowed,,2.0,LAN-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.111,8.8.8.8,52295,53,UDP,1,Open PCAP,,1,
2024-07-06 12:25:58,Firewall Rule,Allowed,,2.0,LAN-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.111,8.8.8.8,53898,53,UDP,1,Open PCAP,,1,
2024-07-06 12:25:58,Firewall Rule,Allowed,,2.0,LAN-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.111,8.8.8.8,53596,53,UDP,1,Open PCAP,,1,
2024-07-06 12:25:58,Firewall Rule,Allowed,,2.0,LAN-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.233,8.8.8.8,61297,53,UDP,1,Open PCAP,,1,
2024-07-06 12:25:58,Firewall Rule,Allowed,,2.0,LAN-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.233,8.8.8.8,51739,53,UDP,1,Open PCAP,,1,
2024-07-06 12:25:55,Firewall Rule,Allowed,,53.0,WindowsUpdate-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.233,13.89.179.12,54612,443,TCP,1,Open PCAP,,1,
2024-07-06 12:25:54,Firewall Rule,Allowed,,2.0,LAN-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.111,8.8.8.8,52539,53,UDP,1,Open PCAP,,1,
2024-07-06 12:25:53,Firewall Rule,Allowed,,53.0,WindowsUpdate-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.233,52.113.194.132,54605,443,TCP,1,Open PCAP,,1,
2024-07-06 12:25:53,Firewall Rule,Denied,,40.0,BlockedIP,15,Default SNAT IPv4,Port1,,192.168.61.233,82.213.6.150,54592,80,TCP,1,Open PCAP,,1,
2024-07-06 12:25:53,Firewall Rule,Allowed,,53.0,WindowsUpdate-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.233,20.42.72.131,54609,443,TCP,1,Open PCAP,,1,
2024-07-06 12:25:53,Firewall Rule,Allowed,,48.0,DMZ-to-WAN,15,Default SNAT IPv4,Port3,Port2,172.17.17.90,10.101.6.4,54602,443,TCP,1,Open PCAP,,1,
2024-07-06 12:25:53,Firewall Rule,Allowed,,53.0,WindowsUpdate-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.233,40.126.53.17,54607,443,TCP,1,Open PCAP,,1,
2024-07-06 12:25:53,Firewall Rule,Allowed,,53.0,WindowsUpdate-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.233,13.89.179.12,54611,443,TCP,1,Open PCAP,,1,
2024-07-06 12:25:52,Firewall Rule,Allowed,,20.0,PuplicDNS-2-WAN,14,PublicDNS - SNAT,Port3,Port2,172.17.17.223,205.251.194.172,52712,53,UDP,1,Open PCAP,,1,
2024-07-06 12:25:52,Firewall Rule,Allowed,,2.0,LAN-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.111,8.8.8.8,52713,53,UDP,1,Open PCAP,,1,
2024-07-06 12:25:52,Firewall Rule,Allowed,,2.0,LAN-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.233,8.8.8.8,62347,53,UDP,1,Open PCAP,,1,
2024-07-06 12:25:52,Firewall Rule,Allowed,,53.0,WindowsUpdate-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.233,13.89.179.12,54614,443,TCP,1,Open PCAP,,1,
2024-07-06 12:25:52,Firewall Rule,Allowed,,53.0,WindowsUpdate-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.233,20.44.10.122,54613,443,TCP,1,Open PCAP,,1,
2024-07-06 12:25:51,Firewall Rule,Allowed,,2.0,LAN-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.111,8.8.8.8,51768,53,UDP,1,Open PCAP,,1,
2024-07-06 12:25:51,Firewall Rule,Allowed,,2.0,LAN-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.233,8.8.8.8,62774,53,UDP,1,Open PCAP,,1,
2024-07-06 12:25:50,Firewall Rule,Allowed,,53.0,WindowsUpdate-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.233,20.44.10.122,54610,443,TCP,1,Open PCAP,,1,
2024-07-06 12:25:50,Firewall Rule,Allowed,,53.0,WindowsUpdate-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.233,13.89.179.12,54608,443,TCP,1,Open PCAP,,1,
2024-07-06 12:25:50,Firewall Rule,Allowed,,2.0,LAN-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.233,8.8.8.8,64725,53,UDP,1,Open PCAP,,1,
2024-07-06 12:25:50,Firewall Rule,Allowed,,53.0,WindowsUpdate-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.233,199.232.214.172,54590,80,TCP,1,Open PCAP,,1,
2024-07-06 12:25:48,Firewall Rule,Allowed,,33.0,IT-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.233,20.42.72.131,54581,443,TCP,1,Open PCAP,,1,
2024-07-06 12:25:47,Firewall Rule,Allowed,,53.0,WindowsUpdate-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.233,199.232.210.172,54594,80,TCP,1,Open PCAP,,1,
2024-07-06 12:25:47,Firewall Rule,Allowed,,53.0,WindowsUpdate-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.233,20.54.110.119,54579,443,TCP,1,Open PCAP,,1,
2024-07-06 12:25:47,Firewall Rule,Allowed,,2.0,LAN-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.111,8.8.8.8,52016,53,UDP,1,Open PCAP,,1,
2024-07-06 12:25:47,Firewall Rule,Allowed,,55.0,FileShare-to-WAN,15,Default SNAT IPv4,Port3,Port2,172.17.17.130,199.232.210.172,62173,80,TCP,1,Open PCAP,,1,
2024-07-06 12:25:46,Firewall Rule,Allowed,,2.0,LAN-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.233,8.8.8.8,57720,53,UDP,1,Open PCAP,,1,
2024-07-06 12:25:46,Firewall Rule,Allowed,,53.0,WindowsUpdate-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.233,199.232.210.172,54591,80,TCP,1,Open PCAP,,1,
2024-07-06 12:25:45,Firewall Rule,Allowed,,53.0,WindowsUpdate-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.233,199.232.210.172,54596,80,TCP,1,Open PCAP,,1,
2024-07-06 12:25:45,Firewall Rule,Allowed,,48.0,DMZ-to-WAN,15,Default SNAT IPv4,Port3,Port2,172.17.17.10,8.8.8.8,65083,53,UDP,1,Open PCAP,,1,
2024-07-06 12:25:45,Firewall Rule,Allowed,,33.0,IT-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.233,20.44.10.122,54589,443,TCP,1,Open PCAP,,1,
2024-07-06 12:25:44,Firewall Rule,Allowed,,53.0,WindowsUpdate-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.233,199.232.214.172,54600,80,TCP,1,Open PCAP,,1,
2024-07-06 12:25:44,Firewall Rule,Allowed,,48.0,DMZ-to-WAN,15,Default SNAT IPv4,Port3,Port2,172.17.17.8,10.101.6.4,52894,443,TCP,1,Open PCAP,,1,
2024-07-06 12:25:44,Firewall Rule,Allowed,,2.0,LAN-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.111,8.8.8.8,53617,53,UDP,1,Open PCAP,,1,
2024-07-06 12:25:44,Firewall Rule,Allowed,,53.0,WindowsUpdate-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.233,199.232.210.172,54603,80,TCP,1,Open PCAP,,1,
2024-07-06 12:25:43,Firewall Rule,Allowed,,20.0,PuplicDNS-2-WAN,14,PublicDNS - SNAT,Port3,Port2,172.17.17.223,205.251.197.195,52978,53,UDP,1,Open PCAP,,1,
2024-07-06 12:25:43,Firewall Rule,Allowed,,33.0,IT-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.233,20.44.10.122,54583,443,TCP,1,Open PCAP,,1,
2024-07-06 12:25:42,Firewall Rule,Allowed,,53.0,WindowsUpdate-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.233,199.232.214.172,54595,80,TCP,1,Open PCAP,,1,
2024-07-06 12:25:42,Firewall Rule,Allowed,,2.0,LAN-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.233,8.8.8.8,63248,53,UDP,1,Open PCAP,,1,
2024-07-06 12:25:42,Firewall Rule,Allowed,,33.0,IT-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.233,52.109.77.37,54580,443,TCP,1,Open PCAP,,1,
2024-07-06 12:25:42,Firewall Rule,Allowed,,53.0,WindowsUpdate-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.233,199.232.210.172,54601,80,TCP,1,Open PCAP,,1,
2024-07-06 12:25:41,Firewall Rule,Allowed,,53.0,WindowsUpdate-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.233,199.232.214.172,54602,80,TCP,1,Open PCAP,,1,
2024-07-06 12:25:41,Firewall Rule,Allowed,,53.0,WindowsUpdate-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.233,20.54.110.119,54582,443,TCP,1,Open PCAP,,1,
2024-07-06 12:25:40,Firewall Rule,Allowed,,53.0,WindowsUpdate-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.233,199.232.214.172,54593,80,TCP,1,Open PCAP,,1,
2024-07-06 12:25:40,Firewall Rule,Allowed,,53.0,WindowsUpdate-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.233,199.232.214.172,54598,80,TCP,1,Open PCAP,,1,
2024-07-06 12:25:40,Firewall Rule,Allowed,,53.0,WindowsUpdate-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.233,199.232.210.172,54599,80,TCP,1,Open PCAP,,1,
2024-07-06 12:25:39,Firewall Rule,Allowed,,53.0,WindowsUpdate-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.233,52.167.161.91,54585,443,TCP,1,Open PCAP,,1,
2024-07-06 12:25:39,Firewall Rule,Allowed,,2.0,LAN-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.137,74.82.60.24,53324,443,TCP,1,Open PCAP,,1,
2024-07-06 12:25:39,Firewall Rule,Allowed,,53.0,WindowsUpdate-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.233,184.30.26.67,54588,443,TCP,1,Open PCAP,,1,
2024-07-06 12:25:38,Firewall Rule,Allowed,,33.0,IT-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.233,20.44.10.122,54577,443,TCP,1,Open PCAP,,1,
2024-07-06 12:25:38,Firewall Rule,Allowed,,43.0,PALCERT_Outbound,0,,Port3,Port2,172.17.17.8,10.103.70.200,52897,443,TCP,1,Open PCAP,,1,
2024-07-06 12:25:38,Firewall Rule,Allowed,,48.0,DMZ-to-WAN,15,Default SNAT IPv4,Port3,Port2,172.17.17.10,8.8.8.8,64859,53,UDP,1,Open PCAP,,1,
2024-07-06 12:25:36,Firewall Rule,Allowed,,48.0,DMZ-to-WAN,15,Default SNAT IPv4,Port3,Port2,172.17.17.10,8.8.8.8,49442,53,UDP,1,Open PCAP,,1,
2024-07-06 12:25:36,Firewall Rule,Allowed,,2.0,LAN-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.111,8.8.8.8,51799,53,UDP,1,Open PCAP,,1,
2024-07-06 12:25:34,Firewall Rule,Allowed,,53.0,WindowsUpdate-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.233,52.168.117.175,54576,443,TCP,1,Open PCAP,,1,
2024-07-06 12:25:31,Firewall Rule,Allowed,,53.0,WindowsUpdate-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.233,13.95.31.18,54574,443,TCP,1,Open PCAP,,1,
2024-07-06 12:25:29,Firewall Rule,Denied,,40.0,BlockedIP,0,,Port1,,192.168.61.233,82.213.6.150,54592,80,TCP,1,Open PCAP,,1,
2024-07-06 12:25:27,Firewall Rule,Allowed,,48.0,DMZ-to-WAN,15,Default SNAT IPv4,Port3,Port2,172.17.17.99,216.239.35.0,45234,123,UDP,1,Open PCAP,,1,
2024-07-06 12:25:25,Firewall Rule,Allowed,,48.0,DMZ-to-WAN,15,Default SNAT IPv4,Port3,Port2,172.17.17.10,8.8.8.8,50321,53,UDP,1,Open PCAP,,1,
2024-07-06 12:25:25,Firewall Rule,Allowed,,33.0,IT-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.233,52.168.117.175,54571,443,TCP,1,Open PCAP,,1,
2024-07-06 12:25:25,Firewall Rule,Allowed,,48.0,DMZ-to-WAN,15,Default SNAT IPv4,Port3,Port2,172.17.17.90,10.101.6.4,54596,443,TCP,1,Open PCAP,,1,
2024-07-06 12:25:24,Firewall Rule,Allowed,,2.0,LAN-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.111,8.8.8.8,53519,53,UDP,1,Open PCAP,,1,
2024-07-06 12:25:22,Firewall Rule,Allowed,,53.0,WindowsUpdate-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.233,20.190.181.0,54573,443,TCP,1,Open PCAP,,1,
2024-07-06 12:25:20,Firewall Rule,Allowed,,2.0,LAN-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.233,8.8.8.8,56742,53,UDP,1,Open PCAP,,1,
2024-07-06 12:25:19,Firewall Rule,Allowed,,48.0,DMZ-to-WAN,15,Default SNAT IPv4,Port3,Port2,172.17.17.8,10.101.6.4,52892,443,TCP,1,Open PCAP,,1,
2024-07-06 12:25:17,Firewall Rule,Allowed,,48.0,DMZ-to-WAN,14,PublicDNS - SNAT,Port3,Port2,172.17.17.223,52.26.21.100,49293,443,TCP,1,Open PCAP,,1,
2024-07-06 12:25:17,Firewall Rule,Allowed,,5.0,WebNat,10,iqrad webserver - DNAT,Port2,Port3,104.28.62.95,82.213.48.193,26823,80,TCP,1,Open PCAP,,1,
2024-07-06 12:25:17,Firewall Rule,Allowed,,55.0,FileShare-to-WAN,15,Default SNAT IPv4,Port3,Port2,172.17.17.130,8.8.8.8,62769,53,UDP,1,Open PCAP,,1,
2024-07-06 12:25:16,Firewall Rule,Allowed,,43.0,PALCERT_Outbound,0,,Port3,Port2,172.17.17.90,10.103.70.200,54612,443,TCP,1,Open PCAP,,1,
2024-07-06 12:25:16,Firewall Rule,Allowed,,53.0,WindowsUpdate-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.233,52.113.194.132,54548,443,TCP,1,Open PCAP,,1,
2024-07-06 12:25:16,Firewall Rule,Allowed,,55.0,FileShare-to-WAN,15,Default SNAT IPv4,Port3,Port2,172.17.17.130,20.101.57.9,123,123,UDP,1,Open PCAP,,1,
2024-07-06 12:25:14,Firewall Rule,Allowed,,48.0,DMZ-to-WAN,15,Default SNAT IPv4,Port3,Port2,172.17.17.10,8.8.8.8,50001,53,UDP,1,Open PCAP,,1,
2024-07-06 12:25:13,Invalid Traffic,Denied,,,,0,,,,159.192.104.79,213.6.25.178,63228,1078,TCP,0,Open PCAP,TCP Packets with invalid flag combination.,1,
2024-07-06 12:25:06,Firewall Rule,Allowed,,33.0,IT-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.233,173.194.76.84,54542,443,TCP,1,Open PCAP,,1,
2024-07-06 12:25:05,Firewall Rule,Allowed,,33.0,IT-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.233,52.123.159.142,54549,443,TCP,1,Open PCAP,,1,
2024-07-06 12:25:05,Firewall Rule,Allowed,,53.0,WindowsUpdate-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.233,52.113.194.132,54547,443,TCP,1,Open PCAP,,1,
2024-07-06 12:25:03,Firewall Rule,Allowed,,48.0,DMZ-to-WAN,15,Default SNAT IPv4,Port3,Port2,172.17.17.8,10.101.6.4,52891,443,TCP,1,Open PCAP,,1,
2024-07-06 12:25:02,Firewall Rule,Allowed,,48.0,DMZ-to-WAN,15,Default SNAT IPv4,Port3,Port2,172.17.17.90,10.101.6.4,54588,443,TCP,1,Open PCAP,,1,
2024-07-06 12:25:01,Firewall Rule,Allowed,,5.0,WebNat,10,iqrad webserver - DNAT,Port2,Port3,185.61.200.20,82.213.48.193,62891,80,TCP,1,Open PCAP,,1,
2024-07-06 12:24:59,Firewall Rule,Allowed,,33.0,IT-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.233,8.8.4.4,54455,443,TCP,1,Open PCAP,,1,
2024-07-06 12:24:56,Firewall Rule,Allowed,,5.0,WebNat,10,iqrad webserver - DNAT,Port2,Port3,46.43.67.73,82.213.48.193,39156,443,TCP,1,Open PCAP,,1,
2024-07-06 12:24:56,Firewall Rule,Allowed,,2.0,LAN-2-WAN,15,Default SNAT IPv4,Port1,Port2,192.168.61.111,8.8.8.8,53885,53,UDP,1,Open PCAP,,1,
2024-07-06 12:24:56,Firewall Rule,Allowed,,55.0,FileShare-to-WAN,15,Default SNAT IPv4,Port3,Port2,172.17.17.130,52.168.117.168,62160,443,TCP,1,Open PCAP,,1,
